text,keywords
"cross-modal retrieval has attracted intensive attention in recent years, where a substantial yet challenging problem is how to measure the similarity between heterogeneous data modalities. despite using modality-specific representation learning techniques, most existing shallow or deep models treat different modalities equally and neglect the intrinsic modality heterogeneity and information imbalance among images and texts. in this paper, we propose an online similarity function learning framework to learn the metric that can well reflect the cross-modal semantic relation. considering that multiple cnn feature layers naturally represent visual information from low-level visual patterns to high-level semantic abstraction, we propose a new asymmetric image-text similarity formulation which aggregates the layer-wise visual-textual similarities parameterized by different bilinear parameter matrices. to effectively learn the aggregated similarity function, we develop three different similarity combination strategies, i.e., average kernel, multiple kernel learning, and layer gating. the former two kernel-based strategies assign uniform weights on different layers to all data pairs; the latter works on the original feature representation and assigns instance-aware weights on different layers to different data pairs, and they are all learned by preserving the bi-directional relative similarity expressed by a large number of cross-modal training triplets. the experiments conducted on three public datasets well demonstrate the effectiveness of our methods.","['online asymmetric metric learning', 'layer similarity aggregation', 'modal retrieval', 'multi', 'cross']"
"multimode fibers (mmf) are remarkable high-capacity information channels. however, the mmf transmission is highly sensitive to external perturbations and environmental changes. here, we show the successful binary image transmission using deep learning through a single mmf subject to dynamic shape variations. as a proof-of-concept experiment, we find that a convolutional neural network has excellent generalization capability with various mmf transmission states to accurately predict unknown information at the other end of the mmf at any of these states. our results demonstrate that deep learning is a promising solution to address the high variability and randomness challenge of mmf based information channels. this deep-learning approach is the starting point of developing future high-capacity mmf optical systems and devices and is applicable to optical systems concerning other diffusing media.","['randomness inside multimode fibers', 'high variability', 'deep learning']"
"state-of-the-art methods to infer dense and accurate depth measurements from images rely on deep cnn models trained in an end-to-end fashion on a significant amount of data. however, despite the outstanding performance achieved, these frameworks suffer a drastic drop in accuracy when dealing with unseen environments much different, concerning appearance (e.g., synthetic vs. real) or context (e.g., indoor vs. outdoor), from those observed during the training phase. such domain shift issue is usually softened by fine-tuning on smaller sets of images with depth labels acquired in the target domain with active sensors (e.g., lidar). however, relying on such supervised labeled data is seldom feasible in practical applications. therefore, we propose an effective unsupervised domain adaptation technique enabling to overcome the domain shift problem without requiring any groundtruth label. our method, deploying much more accessible to obtain stereo pairs, leverages traditional and not learning-based stereo algorithms to produce disparity/depth labels and on confidence measures to assess their degree of reliability. with these cues, we can fine-tune deep models through a novel confidence-guided loss function, neglecting the effect of outliers gathered from the output of conventional stereo algorithms.","['unsupervised domain adaptation', 'depth prediction', 'images']"
"in qualitative or quantitative studies of structure-activity relationships (sars), machine learning (ml) models are trained to recognize structural patterns that differentiate between active and inactive compounds. understanding model decisions is challenging but of critical importance to guide compound design. moreover, the interpretation of ml results provides an additional level of model validation based on expert knowledge. a number of complex ml approaches, especially deep learning (dl) architectures, have distinctive black-box character. herein, a locally interpretable explanatory method termed shapley additive explanations (shap) is introduced for rationalizing activity predictions of any ml algorithm, regardless of its complexity. models resulting from random forest (rf), nonlinear support vector machine (svm), and deep neural network (dnn) learning are interpreted, and structural patterns determining the predicted probability of activity are identified and mapped onto test compounds. the results indicate that shap has high potential for rationalizing predictions of complex ml models.","['complex machine learning models using local approximations', 'compound activity predictions', 'shapley values', 'interpretation']"
"hashing has been widely used for large-scale approximate nearest neighbor search due to its storage and search efficiency. recent supervised hashing research has shown that deep learning-based methods can significantly outperform nondeep methods. most existing supervised deep hashing methods exploit supervisory signals to generate similar and dissimilar image pairs for training. however, natural images can have large intraclass and small interclass variations, which may degrade the accuracy of hash codes. to address this problem, we propose a novel two-stream convnet architecture, which learns hash codes with class-specific representation centers. our basic idea is that if we can learn a unified binary representation for each class as a center and encourage hash codes of images to be close to the corresponding centers, the intraclass variation will be greatly reduced. accordingly, we design a neural network that leverages label information and outputs a unified binary representation for each class. moreover, we also design an image network to learn hash codes from images and force these hash codes to be close to the corresponding class-specific centers. these two neural networks are then seamlessly incorporated to create a unified, end-to-end trainable framework. extensive experiments on three popular benchmarks corroborate that our proposed method outperforms current state-of-the-art methods.","['supervised image search', 'stream deep hashing', 'specific centers', 'two', 'class']"
radiomics allows for powerful data-mining and feature extraction techniques to guide clinical decision making. image segmentation is a necessary step in such pipelines and different techniques can significantly affect results. we demonstrate that a convolutional neural network (cnn) segmentation method performs comparably to expert manual segmentations in an established radiomics pipeline.,"['segmenting breast lesions', 'convolutional neural network', 'radiomic analysis', 'based assessment', 'task']"
"in this theory paper, we investigate training deep neural networks (dnns) for classification via minimizing the information bottleneck (ib) functional. we show that the resulting optimization problem suffers from two severe issues: first, for deterministic dnns, either the ib functional is infinite for almost all values of network parameters, making the optimization problem ill-posed, or it is piecewise constant, hence not admitting gradient-based optimization methods. second, the invariance of the ib functional under bijections prevents it from capturing properties of the learned representation that are desirable for classification, such as robustness and simplicity. we argue that these issues are partly resolved for stochastic dnns, dnns that include a (hard or soft) decision rule, or by replacing the ib functional with related, but more well-behaved cost functions. we conclude that recent successes reported about training dnns using the ib framework must be attributed to such solutions. as a side effect, our results indicate limitations of the ib framework for the analysis of dnns. we also note that rather than trying to repair the inherent problems in the ib functional, a better approach may be to design regularizers on latent representation enforcing the desired properties directly.","['information bottleneck principle', 'based classification using', 'neural network', 'learning representations']"
"serendipitous drug usage refers to the unexpected relief of comorbid diseases or symptoms when taking medication for a different known indication. historically, serendipity has contributed significantly to identifying many new drug indications. if patient-reported serendipitous drug usage in social media could be computationally identified, it could help generate and validate drug-repositioning hypotheses. we investigated deep neural network models for mining serendipitous drug usage from social media. we used the word2vec algorithm to construct word-embedding features from drug reviews posted in a webmd patient forum. we adapted and redesigned the convolutional neural network, long short-term memory network, and convolutional long short-term memory network by adding contextual information extracted from drug-review posts, information-filtering tools, medical ontology, and medical knowledge. we trained, tuned, and evaluated our models with a gold-standard dataset of 15714 sentences (447 [2.8",['scribing serendipitous drug usag']
"diabetes is responsible for considerable morbidity, healthcare utilisation and mortality in both developed and developing countries. currently, methods of treating diabetes are inadequate and costly so prevention becomes an important step in reducing the burden of diabetes and its complications. electronic health records (ehrs) for each individual or a population have become important tools in understanding developing trends of diseases. using ehrs to predict the onset of diabetes could improve the quality and efficiency of medical care. in this paper, we apply a wide and deep learning model that combines the strength of a generalised linear model with various features and a deep feed-forward neural network to improve the prediction of the onset of type 2 diabetes mellitus (t2dm).","['type 2 diabetes using wide', 'electronic health records', 'deep learning', 'predicting', 'onset']"
"this paper proposes an image-based wavefront sensing approach using deep learning, which is applicable to both point source and any extended scenes at the same time, while the training process is performed without any simulated or real extended scenes. rather than directly recovering phase information from image plane intensities, we first extract a special feature in the frequency domain that is independent of the original objects but only determined by phase aberrations (a pair of phase diversity images is needed in this process). then the deep long short-term memory (lstm) network (a variant of recurrent neural network) is introduced to establish the accurate non-linear mapping between the extracted feature image and phase aberrations. simulations and an experiment are performed to demonstrate the effectiveness and accuracy of the proposed approach. some other discussions are further presented for demonstrating the superior non-linear fitting capacity of deep lstm compared to resnet 18 (a variant of convolutional neural network) specifically for the problem encountered in this paper. the effect of the incoherency of light on the accuracy of the recovered wavefront phase is also quantitatively discussed. this work will contribute to the application of deep learning to image-based wavefront sensing and high-resolution image reconstruction.","['based wavefront sensing approach using phase diversity images', 'independent image', 'deep learning', 'object']"
"one of the main obstacles for the implementation of deep convolutional neural networks (dcnns) in the clinical pathology workflow is their low capability to overcome variability in slide preparation and scanner configuration, that leads to changes in tissue appearance. some of these variations may not be not included in the training data, which means that the models have a risk to not generalize well. addressing such variations and evaluating them in reproducible scenarios allows understanding of when the models generalize better, which is crucial for performance improvements and better dcnn models. staining normalization techniques (often based on color deconvolution and deep learning) and color augmentation approaches have shown improvements in the generalization of the classification tasks for several tissue types. domain-invariant training of dcnn's is also a promising technique to address the problem of training a single model for different domains, since it includes the source domain information to guide the training toward domain-invariant features, achieving state-of-the-art results in classification tasks. in this article, deep domain adaptation in convolutional networks (dann) is applied to computational pathology and compared with widely used staining normalization and color augmentation methods in two challenging classification tasks. the classification tasks rely on two openly accessible datasets, targeting gleason grading in prostate cancer, and mitosis classification in breast tissue. the benchmark of the different techniques and their combination in two dcnn architectures allows us to assess the generalization abilities and advantages of each method in the considered classification tasks. the code for reproducing our experiments and preprocessing the data is publicly available. quantitative and qualitative results show that the use of dann helps model generalization to external datasets. the combination of several techniques to manage color heterogeneity suggests that several methods together, such as color augmentation methods with dann training, can generalize even further. the results do not show a single best technique among the considered methods, even when combining them. however, color augmentation and dann training obtain most often the best results (alone or combined with color normalization and color augmentation). the statistical significance of the results and the embeddings visualizations provide useful insights to design dcnn that generalizes to unseen staining appearances. furthermore, in this work, we release for the first time code for dann evaluation in open access datasets for computational pathology. this work opens the possibility for further research on using dann models together with techniques that can overcome the tissue preparation differences across datasets to tackle limited generalization.","['deep convolutional neural networks', 'staining invariant features', 'improving generalization', 'computational pathology']"
"this paper introduces a fully automated, subject-specific deep-learning convolutional neural network (cnn) system for forecasting seizures using ambulatory intracranial eeg (ieeg). the system was tested on a hand-held device (mayo epilepsy assist device) in a pseudo-prospective mode using ieeg from four canines with naturally occurring epilepsy.","['seizure forecasting', 'learning', 'epilepsy', 'deep', 'canines']"
"wild birds are monitored with the important objectives of identifying their habitats and estimating the size of their populations. especially in the case of migratory bird, they are significantly recorded during specific periods of time to forecast any possible spread of animal disease such as avian influenza. this study led to the construction of deep-learning-based object-detection models with the aid of aerial photographs collected by an unmanned aerial vehicle (uav). the dataset containing the aerial photographs includes diverse images of birds in various bird habitats and in the vicinity of lakes and on farmland. in addition, aerial images of bird decoys are captured to achieve various bird patterns and more accurate bird information. bird detection models such as faster region-based convolutional neural network (r-cnn), region-based fully convolutional network (r-fcn), single shot multibox detector (ssd), retinanet, and you only look once (yolo) were created and the performance of all models was estimated by comparing their computing speed and average precision. the test results show faster r-cnn to be the most accurate and yolo to be the fastest among the models. the combined results demonstrate that the use of deep-learning-based detection methods in combination with uav aerial imagery is fairly suitable for bird detection in various environments.","['bird detection using unmanned aerial vehicle imagery', 'learning methods', 'deep', 'application']"
"for large-scale image retrieval, hashing has been extensively explored in approximate nearest neighbor search methods due to its low storage and high computational efficiency. with the development of deep learning, deep hashing methods have made great progress in image retrieval. most existing deep hashing methods cannot fully consider the intra-group correlation of hash codes, which leads to the correlation decrease problem of similar hash codes and ultimately affects the retrieval results. in this article, we propose an end-to-end siamese dilated inception hashing (sdih) method that takes full advantage of multi-scale contextual information and category-level semantics to enhance the intra-group correlation of hash codes for hash codes learning. first, a novel siamese inception dilated network architecture is presented to generate hash codes with the intra-group correlation enhancement by exploiting multi-scale contextual information and category-level semantics simultaneously. second, we propose a new regularized term, which can force the continuous values to approximate discrete values in hash codes learning and eventually reduces the discrepancy between the hamming distance and the euclidean distance. finally, experimental results in five public data sets demonstrate that sdih can outperform other state-of-the-art hashing algorithms.","['siamese dilated inception hashing', 'group correlation enhancement', 'image retrieval', 'intra']"
"reconstructing the phylogenetic relationships between species is one of the most formidable tasks in evolutionary biology. multiple methods exist to reconstruct phylogenetic trees, each with their own strengths and weaknesses. both simulation and empirical studies have identified several ""zones"" of parameter space where accuracy of some methods can plummet, even for four-taxon trees. further, some methods can have undesirable statistical properties such as statistical inconsistency and/or the tendency to be positively misleading (i.e. assert strong support for the incorrect tree topology). recently, deep learning techniques have made inroads on a number of both new and longstanding problems in biological research. in this study, we designed a deep convolutional neural network (cnn) to infer quartet topologies from multiple sequence alignments. this cnn can readily be trained to make inferences using both gapped and ungapped data. we show that our approach is highly accurate on simulated data, often outperforming traditional methods, and is remarkably robust to bias-inducing regions of parameter space such as the felsenstein zone and the farris zone. we also demonstrate that the confidence scores produced by our cnn can more accurately assess support for the chosen topology than bootstrap and posterior probability scores from traditional methods. although numerous practical challenges remain, these findings suggest that the deep learning approaches such as ours have the potential to produce more accurate phylogenetic inferences.","['multiple sequence alignments using deep learning', 'tree topologies', 'accurate inference']"
"in this paper, an effective wavelength detection approach based on long short-term memory (lstm) network is proposed for fiber bragg grating (fbg) sensor networks. the fbg sensor network utilizes a model-sharing mechanism, where the whole spectral wavelength is divided into several shareable regions and spectral overlap is allowed in each region. lstm, a representative recurrent neural network in deep learning, is applied to learn the features directly from the spectra of fbgs and build the wavelength detection model. by feeding the spectra sequentially into the well-trained model, the bragg wavelengths of fbgs can be quickly determined under overlap. the obtained lstm model can be repeatedly used without re-training to improve the multiplexing capability. the results demonstrate that the lstm-based method can realize high-accuracy and high-speed wavelength detection in the spectral overlapping situations. the proposed approach offers a flexible tool to enhance the sensing capacity of fbg sensor networks.","['sharing fiber bragg grating sensor networks using long short', 'term memory neural network', 'wavelength detection', 'model']"
"de novo peptide sequencing based on tandem mass spectrometry data is the key technology of shotgun proteomics for identifying peptides without any database and assembling unknown proteins. however, owing to the low ion coverage in tandem mass spectra, the order of certain consecutive amino acids cannot be determined if all of their supporting fragment ions are missing, which results in the low precision of de novo sequencing.","['precise de novo peptide sequencing using', 'rank framework', 'pnovo 3', 'learning']"
"estimating the future course of patients with cancer lesions is invaluable to physicians; however, current clinical methods fail to effectively use the vast amount of multimodal data that is available for cancer patients. to tackle this problem, we constructed a multimodal neural network-based model to predict the survival of patients for 20 different cancer types using clinical data, mrna expression data, microrna expression data and histopathology whole slide images (wsis). we developed an unsupervised encoder to compress these four data modalities into a single feature vector for each patient, handling missing data through a resilient, multimodal dropout method. encoding methods were tailored to each data type-using deep highway networks to extract features from clinical and genomic data, and convolutional neural networks to extract features from wsis.","['pancancer prognosis prediction', 'multimodal representation', 'deep learning']"
"objective. to evaluate pharmacy students' perceptions of the educational value of reflective portfolio and to gain an understanding of the factors that might influence these perceptions. methods. bachelor of pharmacy (bpharm) students' perceptions of using reflective portfolios were evaluated by administering the same questionnaire at the beginning of years 2, 3 and 4 of the curriculum. statistical analysis was carried out to determine the differences among the perception scores of different academic years. semi-structured interviews were completed with fourth-year students to further explore their experiences with the reflective portfolio. students' deep information processing (dip) skills were compared with those of students from another pharmacy cohort whose curriculum did not include a reflective portfolio. results. the students' perceptions of the reflective portfolio improved significantly as they progressed from year 2 to year 4 of the curriculum. the factors that contributed to a positive experience were a clear understanding of objectives and guidelines for the reflective portfolio, useful mentor feedback, a positive learning attitude and motivation, and having a user-friendly technology platform for submission of the portfolio. the students' dip skills after completing the reflective portfolio were higher than those of students who did not have a reflective portfolio assignment in their curriculum. conclusion. pharmacy students' appreciation of the educational value of a reflective portfolio increased as they progressed to their final year, and their dip skills improved. these findings support the use of a reflective portfolio as a learning tool for bpharm students' personal and professional development.","['reflective portfolios', 'processing skills', 'deep information', 'pharmacy students', 'students', 'perceptions', 'effect']"
"increasingly, autonomous agents will be required to operate on long-term missions. this will create a demand for general intelligence because feedback from a human operator may be sparse and delayed, and because not all behaviours can be prescribed. deep neural networks and reinforcement learning methods can be applied in such environments but their fixed updating routines imply an inductive bias in learning spatio-temporal patterns, meaning some environments will be unsolvable. to address this problem, this paper proposes active adaptive perception, the ability of an architecture to learn when and how to modify and selectively utilise its perception module. to achieve this, a generic architecture based on a self-modifying policy (smp) is proposed, and implemented using incremental self-improvement with the success story algorithm. the architecture contrasts to deep reinforcement learning systems which follow fixed training strategies and earlier smp studies which for perception relied either entirely on the working memory or on untrainable active perception instructions. one computationally cheap and one more expensive implementation are presented and compared to drqn, an off-policy deep reinforcement learner using experience replay and incremental self-improvement, an smp, on various non-episodic partially observable mazes. the results show that the simple instruction set leads to emergent strategies to avoid detracting corridors and rooms, and that the expensive implementation allows selectively ignoring perception where it is inaccurate.","['active adaptive perception', 'learning', 'learn']"
"peripheral vision loss results in the inability to detect objects in the peripheral visual field which affects the ability to evaluate and avoid potential hazards. a different number of assistive navigation systems have been developed to help people with vision impairments using wearable and portable devices. most of these systems are designed to search for obstacles and provide safe navigation paths for visually impaired people without any prioritisation of the degree of danger for each hazard. this paper presents a new context-aware hybrid (indoor/outdoor) hazard classification assistive technology to help people with peripheral vision loss in their navigation using computer-enabled smart glasses equipped with a wide-angle camera. our proposed system augments users' existing healthy vision with suitable, meaningful and smart notifications to attract the user's attention to possible obstructions or hazards in their peripheral field of view. a deep learning object detector is implemented to recognise static and moving objects in real time. after detecting the objects, a kalman filter multi-object tracker is used to track these objects over time to determine the motion model. for each tracked object, its motion model represents its way of moving around the user. motion features are extracted while the object is still in the user's field of vision. these features are then used to quantify the danger using five predefined hazard classes using a neural network-based classifier. the classification performance is tested on both publicly available and private datasets and the system shows promising results with up to 90% true positive rate (tpr) associated with as low as 7% false positive rate (fpr), 13% false negative rate (fnr) and an average testing mean square error (mse) of 8.8%. the provided hazard type is then translated into a smart notification to increase the user's cognitive perception using the healthy vision within the visual field. a participant study was conducted with a group of patients with different visual field defects to explore their feedback about the proposed system and the notification generation stage. the real-world outdoor evaluation of human subjects is planned to be performed in our near future work.","['aware hazard attention system', 'peripheral vision loss', 'smart context', 'help people']"
"we demonstrate the use of deep learning for fast spectral deconstruction of speckle patterns. the artificial neural network can be effectively trained using numerically constructed multispectral datasets taken from a measured spectral transmission matrix. optimized neural networks trained on these datasets achieve reliable reconstruction of both discrete and continuous spectra from a monochromatic camera image. deep learning is compared to analytical inversion methods as well as to a compressive sensing algorithm and shows favourable characteristics both in the oversampling and in the sparse undersampling (compressive) regimes. the deep learning approach offers significant advantages in robustness to drift or noise and in reconstruction speed. in a proof-of-principle demonstrator we achieve real time recovery of hyperspectral information using a multi-core, multi-mode fiber array as a random scattering medium.","['deep learning enabled real time speckle recognition', 'multimode fiber array', 'hyperspectral imaging using']"
"despite its clinical importance, detection of highly divergent or yet unknown viruses is a major challenge. when human samples are sequenced, conventional alignments classify many assembled contigs as ""unknown"" since many of the sequences are not similar to known genomes. in this work, we developed viraminer, a deep learning-based method to identify viruses in various human biospecimens. viraminer contains two branches of convolutional neural networks designed to detect both patterns and pattern-frequencies on raw metagenomics contigs. the training dataset included sequences obtained from 19 metagenomic experiments which were analyzed and labeled by blast. the model achieves significantly improved accuracy compared to other machine learning methods for viral genome classification. using 300 bp contigs viraminer achieves 0.923 area under the roc curve. to our knowledge, this is the first machine learning methodology that can detect the presence of viral sequences among raw metagenomic contigs from diverse human samples. we suggest that the proposed model captures different types of information of genome composition, and can be used as a recommendation system to further investigate sequences labeled as ""unknown"" by conventional alignment methods. exploring these highly-divergent viruses, in turn, can enhance our knowledge of infectious causes of diseases.","['raw dna sequences', 'identifying viral genomes', 'human samples', 'deep learning', 'viraminer']"
"over- and under-sedation are common in the icu, and contribute to poor icu outcomes including delirium. behavioral assessments, such as richmond agitation-sedation scale (rass) for monitoring levels of sedation and confusion assessment method for the icu (cam-icu) for detecting signs of delirium, are often used. as an alternative, brain monitoring with electroencephalography (eeg) has been proposed in the operating room, but is challenging to implement in icu due to the differences between critical illness and elective surgery, as well as the duration of sedation. here we present a deep learning model based on a combination of convolutional and recurrent neural networks that automatically tracks both the level of consciousness and delirium using frontal eeg signals in the icu. for level of consciousness, the system achieves a median accuracy of 70% when allowing prediction to be within one rass level difference across all patients, which is comparable or higher than the median technician-nurse agreement at 59%. for delirium, the system achieves an auc of 0.80 with 69% sensitivity and 83% specificity at the optimal operating point. the results show it is feasible to continuously track level of consciousness and delirium in the icu.","['critical illness using deep learning', 'automated tracking', 'level', 'delirium', 'consciousness']"
"single-cell rna sequencing (scrnaseq) data always involves various unwanted variables, which would be able to mask the true signal to identify cell-types. more efficient way of dealing with this issue is to extract low dimension information from high dimensional gene expression data to represent cell-type structure. in the past two years, several powerful matrix factorization tools were developed for scrnaseq data, such as nmf, zifa, pcmf and zinb-wave. but the existing approaches either are unable to directly model the raw count of scrnaseq data or are really time-consuming when handling a large number of cells (e.g. n>500).","['based matrix factorization method', 'detecting cell types', 'cell rnaseq data', 'efficient count', 'single', 'fast']"
"modern technology has pushed us into the information age, making it easier to generate and record vast quantities of new data. datasets can help in analyzing the situation to give a better understanding, and more importantly, decision making. consequently, datasets, and uses to which they can be put, have become increasingly valuable commodities. this article describes the dronerf dataset: a radio frequency (rf) based dataset of drones functioning in different modes, including off, on and connected, hovering, flying, and video recording. the dataset contains recordings of rf activities, composed of 227 recorded segments collected from 3 different drones, as well as recordings of background rf activities with no drones. the data has been collected by rf receivers that intercepts the drone\'s communications with the flight control module. the receivers are connected to two laptops, via pcie cables, that runs a program responsible for fetching, processing and storing the sensed rf data in a database. an example of how this dataset can be interpreted and used can be found in the related research article ""rf-based drone detection and identification using deep learning approaches: an initiative towards a large open source drone database"" (al-sa\'d et\xa0al., 2019).","['based detection', 'dronerf dataset', 'dataset', 'rf', 'identification', 'drones', 'classification']"
we aim to combine deep neural networks and engineered features (hand-crafted features based on medical domain knowledge) for cardiac arrhythmia detection from short single-lead ecg recordings.,"['combining deep neural networks', 'cardiac arrhythmia detection', 'engineered features', 'ecg recordings']"
"this paper presents a comprehensive study on the contrast transfer function of de-noising algorithms. in order to cover a broad variety of methods, 45 de-noising algorithms are chosen considering their recognized efficiency in the different application domains of image processing. advanced methods are targeted: wavelet transform-based algorithms with daubechies, symlets, curvelets, contourlets, patch-based methods such as bm3d, nl-means algorithms and deep learning approaches; in addition, classical spatial filtering methods are considered, such as wiener, median, gauss filtering, and adaptive filtering approaches such as anisotropic diffusion and synthetic aperture radar filtering. the contrast transfer function is provided for each algorithm. ranking of the set of de-noising algorithms is established according to proposed metrics. the paper provides practical methodology and novel results dedicated to the evaluation of the contrast transfer function of de-noising approaches from literature.","['contrast transfer function', 'noising algorithms', 'de']"
"falls are a prevalent problem in actual society. some falls result in injuries and the cost associated with their treatment is high. this is a complex problem that requires several steps in order to be tackled. firstly, it is crucial to develop strategies that recognize the locomotion mode, indicating the state of the subject in various situations. this article aims to develop a strategy capable of identifying normal gait, the pre-fall condition, and the fall situation, based on a wearable system (imus-based). this system was used to collect data from healthy subjects that mimicked falls. the strategy consists, essentially, in the construction and use of classifiers as tools for recognizing the locomotion modes. two approaches were explored. associative skill memories (asms) based classifier and a convolutional neural network (cnn) classifier based on deep learning. finally, these classifiers were compared, providing for a tool with a good accuracy in recognizing the locomotion modes. results have shown that the accuracy of the classifiers was quite acceptable. the cnn presented the best results with 92.71% of accuracy considering the pre-fall step different from normal steps, and 100% when not considering.","['detect falls using wearable sensors', 'strategy', 'predict', 'development']"
"for patients with chronic kidney disease (ckd), hyperkalemia is common, associated with fatal arrhythmias, and often asymptomatic, while guideline-directed monitoring of serum potassium is underused. a deep-learning model that enables noninvasive hyperkalemia screening from the electrocardiogram (ecg) may improve detection of this life-threatening condition.","['learning model', 'validation', 'screen', 'hyperkalemia', 'electrocardiogram', 'development', 'deep']"
"although the stroke volume (sv) estimation by arterial blood pressure has been widely used in clinical practice, its accuracy is questionable, especially during periods of hemodynamic instability. we aimed to create novel sv estimating model based on deep-learning (dl) method. a convolutional neural network was applied to estimate sv from arterial blood pressure waveform data recorded from liver transplantation (lt) surgeries. the model was trained using a gold standard referential sv measured via pulmonary artery thermodilution method. merging a gold standard sv and corresponding 10.24 seconds of arterial blood pressure waveform as an input/output data set with 2-senconds of sliding overlap, 484,384 data sets from 34 lt surgeries were used for training and validation of dl model. the performance of dl model was evaluated by correlation and concordance analyses in another 491,353 data sets from 31 lt surgeries. we also evaluated the performance of pre-existing commercialized model (ev1000), and the performance results of dl model and ev1000 were compared. the dl model provided an acceptable performance throughout the surgery (r = 0.813, concordance rate = 74.15%). during the reperfusion phase, where the most severe hemodynamic instability occurred, dl model showed superior correlation (0.861; 95% confidence interval, (ci), 0.855-0.866 vs. 0.570; 95% ci, 0.556-0.584, p < 0.001) and higher concordance rate (90.6% vs. 75.8%) over ev1000. in conclusion, the dl-based model was superior for estimating intraoperative sv and thus might guide physicians to precise intraoperative hemodynamic management. moreover, the dl model seems to be particularly promising because it outperformed ev1000 in circumstance of rapid hemodynamic changes where physicians need most help.","['based stroke volume estimation outperforms conventional arterial contour method', 'hemodynamic instability', 'deep learning', 'patients']"
"enhanced technology in computer and internet has driven scale and quality of data to be improved in various areas including healthcare sectors. machine learning (ml) has played a pivotal role in efficiently analyzing those big data, but a general misunderstanding of ml algorithms still exists in applying them (e.g., ml techniques can settle a problem of small sample size, or deep learning is the ml algorithm). this paper reviewed the research of diagnosing mental illness using ml algorithm and suggests how ml techniques can be employed and worked in practice.","['machine learning algorithms', 'diagnosing mental illness', 'review']"
"two-dimensional phase unwrapping algorithms are widely used in optical metrology and measurements. the high noise from interference measurements, however, often leads to the failure of conventional phase unwrapping algorithms. in this paper, we propose a deep convolutional neural network (dcnn) based method to perform rapid and robust two-dimensional phase unwrapping. in our approach, we employ a dcnn architecture, deeplabv3+, with noise suppression and strong feature representation capabilities. the employed dcnn is first used to perform semantic segmentation to obtain the segmentation result of the wrapped phase map. we then combine the wrapped phase map with the segmentation result to generate the unwrapped phase. we benchmarked our results by comparing them with well-established methods. the reported approach out-performed the conventional path-dependent and path-independent algorithms. we also tested the robustness of the reported approach using interference measurements from optical metrology setups. our results, again, clearly out-performed the conventional phase unwrap algorithms. the reported approach may find applications in optical metrology and microscopy imaging.","['dimensional phase unwrapping via deep learning', 'robust two', 'rapid']"
"the analysis of primary care data plays an important role in understanding health at an individual and population level. currently the utilization of computerized medical records is low due to the complexities, heterogeneities and veracity associated with these data. we present a deep learning methodology that clusters 11,000 records in an unsupervised manner identifying non-linear patterns in the data. this provides a useful tool for visualization as well as identify features driving the formation of clusters. further analysis reveal the features that differentiate sub-groups that can aid clinical decision making. our results uncover subsets that contain the highest proportion of missing data, specifically episode type, as well as the sources that provide the most complete data.","['primary care computerised medical records', 'deep learning', 'analysis']"
"convolutional neural network (cnn) models have the potential to improve plant disease phenotyping where the standard approach is visual diagnostics requiring specialized training. in scenarios where a cnn is deployed on mobile devices, models are presented with new challenges due to lighting and orientation. it is essential for model assessment to be conducted in real world conditions if such models are to be reliably integrated with computer vision products for plant disease phenotyping. we train a cnn object detection model to identify foliar symptoms of diseases in cassava (manihot esculenta crantz). we then deploy the model in a mobile app and test its performance on mobile images and video of 720 diseased leaflets in an agricultural field in tanzania. within each disease category we test two levels of severity of symptoms-mild and pronounced, to assess the model performance for early detection of symptoms. in both severities we see a decrease in performance for real world images and video as measured with the f-1 score. the f-1 score dropped by 32% for pronounced symptoms in real world images (the closest data to the training data) due to a decrease in model recall. if the potential of mobile cnn models are to be realized our data suggest it is crucial to consider tuning recall in order to achieve the desired performance in real world settings. in addition, the varied performance related to different input data (image or video) is an important consideration for design in real world applications.","['based deep learning model', 'cassava disease diagnosis', 'mobile']"
"the idea of artificial intelligence (ai) has a long history. it turned out, however, that reaching intelligence at human levels is more complicated than originally anticipated. currently, we are experiencing a renewed interest in ai, fueled by an enormous increase in computing power and an even larger increase in data, in combination with improved ai technologies like deep learning. healthcare is considered the next domain to be revolutionized by artificial intelligence. while ai approaches are excellently suited to develop certain algorithms, for biomedical applications there are specific challenges. we propose six recommendations-the 6rs-to improve ai projects in the biomedical space, especially clinical health care, and to facilitate communication between ai scientists and medical doctors: (1) relevant and well-defined clinical question first; (2) right data (ie, representative and of good quality); (3) ratio between number of patients and their variables should fit the ai method; (4) relationship between data and ground truth should be as direct and causal as possible; (5) regulatory ready; enabling validation; and (6) right ai method.","['clinical health care applications', 'artificial intelligence', 'viewpoint']"
